ts_cnt,usance,bank_id,dc_rate,remarks,dc_b2kid,event_id,event_amt,lchg_time,rcre_time,reimb_ind,tenor_ind,ch_sy_rate,crncy_code,event_date,event_type,limit_pcnt,max_reinst,negot_days,tenor_desc,benef_chrgs,bill_sol_id,dc_liab_amt,expiry_date,reinst_type,tran_sol_id,amend_status,available_by,bill_ref_num,dc_chrg_code,interest_amt,lchg_user_id,rcre_user_id,confirmed_amt,confirmed_flg,cont_liab_amt,current_value,event_srl_num,event_text_id,interest_rate,revolving_flg,bill_operation,confirmed_pcnt,entity_cre_flg,last_ship_date,pc_margin_pcnt,port_of_destin,port_of_origin,shipment_terms,tolerance_pcnt,amend_event_amt,applicable_rule,auto_reinst_flg,ch_sy_rate_code,cont_liab_crncy,dc_chrg_tran_id,dc_int_util_amt,dc_liab_tran_id,dc_tol_util_amt,extend_conf_flg,issu_party_code,nature_of_amend,nostro_acct_num,place_of_destin,place_of_expiry,place_of_origin,purch_order_num,reimb_bank_code,transferee_code,amend_crncy_code,benef_party_code,ch_sy_to_op_rate,confirmed_by_ind,dc_int_avail_amt,drawee_bank_code,fructify_amt_flg,partshipment_flg,transhipment_flg,advthru_bank_code,amnd_stand_by_flg,avlwith_bank_code,country_of_expiry,final_expiry_date,negative_tol_pcnt,open_ended_dc_flg,outside_charg_ind,payment_details_1,payment_details_2,reimb_branch_code,revolve_freq_type,ch_base_to_op_rate,drawee_branch_code,recalc_charges_flg,advthru_branch_code,amend_advance_value,applicable_rule_sub,autoreimb_claim_flg,avail_confirmed_amt,avlwith_branch_code,transfer_dc_ref_num,transfer_negot_days,iss_bank_limit_b2kid,transfer_expiry_date,advthru_bank_location,ch_sy_to_op_base_rate,ch_sy_to_op_rate_code,confirmation_reqd_flg,drawn_on_oth_bank_flg,nonbill_otherutil_flg,notification_receiver,reimb_applicable_rule,revolve_freq_cal_base,revolve_freq_start_dd,revolve_freq_week_day,revolve_freq_week_num,actl_transferrable_flg,revolve_freq_hldy_stat,transfer_shipment_date,actl_shipment_mode_code,auto_renewal_next_cycle,ch_base_to_op_rate_code,ch_sy_to_op_base_rate_code,updated_at
0,0,1,1.6015,FOREIGN BILL LODGE,DC101348,3.0,755000.0,2010-11-19T13:46:06,2010-11-19T13:46:06,N,,0,INR,2010-11-19T00:00:00.000000,G,0,,15,,,4.0,755000.0,2010-12-20T00:00:00.000000,,4,,,0410OWD1100002,,0,SUNNYM,SUNNYM,,,755000.0,755000.0,1,,0,,G,,Y,2010-12-05T00:00:00.000000,0,,,,0.0,,,,,INR,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL REALISE,DC101348,4.0,755000.0,2010-11-19T13:46:06,2010-11-19T13:46:06,N,,0,INR,2010-11-19T00:00:00.000000,B,0,,15,,,4.0,0.0,2010-12-20T00:00:00.000000,,4,,,0410OWD1100002,,0,SUNNYM,SUNNYM,,,0.0,755000.0,1,,0,,G,,Y,2010-12-05T00:00:00.000000,0,,,,0.0,,,,,INR,,, S1512182,,,,,,,,,,,,,,0,,,,N,,,,,,,,0.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
7,0,1,1.6015,DC Opening,DC132767,1.0,4481568.0,2013-07-03T16:46:01,2013-07-03T16:08:09,N,,0,INR,2013-07-03T00:00:00.000000,S,0,,15,,,,4705646.4,2013-08-20T00:00:00.000000,,2,,,,LCCOMBUSST,0,SATISHRS,ABHISHEKS,,,4705646.4,4481568.0,1,DC132767,0,,,,Y,2013-08-05T00:00:00.000000,0,,,,5.0,,,,,INR,    M7876,, S5099166,,,,,,,,,,,,,,0,,,,,,,,,,,,5.0,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
3,0,1,1.6015,DC Opening,DC132827,1.0,4481568.0,2013-07-17T17:49:03,2013-07-17T16:56:33,N,,0,INR,2013-07-17T00:00:00.000000,S,0,,15,,,,4705646.4,2013-08-25T00:00:00.000000,,2,,,,LCCOMBUSST,0,SATISHRS,PRADHUMNAN,,,4705646.4,4481568.0,1,DC132827,0,,,,Y,2013-08-10T00:00:00.000000,0,,,,5.0,,,,,INR,    M6944,, S5176509,,,,,,,,,,,,,,0,,,,,,,,,,,,5.0,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
3,0,1,1.6015,DC Opening,DC133080,1.0,4481568.0,2013-08-23T18:40:31,2013-08-23T16:21:38,N,,0,INR,2013-08-23T00:00:00.000000,S,0,,15,,,,4481568.0,2013-10-15T00:00:00.000000,,2,,,,LCCOMBUSST,0,RM0486,ABHISHEKS,,,4481568.0,4481568.0,1,DC133080,0,,,,Y,2013-09-30T00:00:00.000000,0,,,,0.0,,,,,INR,    M7646,, S5394432,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL LODGE,DC132767,2.0,2240784.0,2013-08-29T16:12:29,2013-08-29T16:12:29,N,,0,INR,2013-08-29T00:00:00.000000,G,0,,15,,,2.0,4705646.4,2013-08-20T00:00:00.000000,,2,,,0213OWD1100014,,0,SATISHRS,SATISHRS,,,4705646.4,4481568.0,1,,0,,G,,Y,2013-08-05T00:00:00.000000,0,,,,0.0,,,,,INR,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL REALISE,DC132767,3.0,2240784.0,2013-08-29T16:12:29,2013-08-29T16:12:29,N,,0,INR,2013-08-29T00:00:00.000000,B,0,,15,,,2.0,2464862.4,2013-08-20T00:00:00.000000,,2,,,0213OWD1100014,,0,SATISHRS,SATISHRS,,,2464862.4,4481568.0,1,,0,,G,,Y,2013-08-05T00:00:00.000000,0,,,,5.0,,,,,INR,,, S5430906,,,,,,,,,,,,,,0,,,,N,,,,,,,,5.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
3,0,1,1.6015,DC Opening,DC133113,1.0,2035000.0,2013-09-01T18:00:56,2013-09-01T17:11:05,N,,0,INR,2013-09-01T00:00:00.000000,S,0,,21,,,,2035000.0,2013-10-21T00:00:00.000000,,2,,,,DCCHARGES,0,RAJESHR,SA0371,,,2035000.0,2035000.0,1,DC133113,0,,,,Y,2013-09-30T00:00:00.000000,0,,,,0.0,,,,,INR,   M10195,, S5449953,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
3,0,1,1.6015,DC Opening,DC133141,1.0,4599504.0,2013-09-04T19:06:51,2013-09-04T17:34:39,N,,0,INR,2013-09-04T00:00:00.000000,S,0,,15,,,,4599504.0,2013-10-19T00:00:00.000000,,2,,,,LCCOMBUSST,0,CD0122,ABHISHEKS,,,4599504.0,4599504.0,1,DC133141,0,,,,Y,2013-10-04T00:00:00.000000,0,,,,0.0,,,,,INR,    M7643,, S5469855,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
3,0,1,1.6015,EXTENSION IN SHIPMENT AND EXPIRY DATE,DC132827,2.0,0.0,2013-09-05T17:00:22,2013-09-05T12:35:43,N,,0,INR,2013-09-05T00:00:00.000000,A,0,,15,,,,4705646.4,2013-10-15T00:00:00.000000,,2,A,,,DCCHARGES,0,CD0122,ABHISHEKS,,,4705646.4,4481568.0,1,,0,,,,Y,2013-09-30T00:00:00.000000,0,,,,5.0,,,,,INR,    M2771,,,,,,,,,,,,,,,,0,,,,,,,,,,,,5.0,,O,,,,,0,,Y,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
3,0,1,106.05,DC Opening,DC133155,1.0,14000.0,2013-09-06T18:39:22,2013-09-06T14:55:28,N,,0,USD,2013-09-06T00:00:00.000000,S,0,,21,,,,14000.0,2013-10-19T00:00:00.000000,,30,,,,DCCHARGES,0,RM0486,SS0358,,,14000.0,14000.0,1,DC133155,0,,,,Y,2013-09-28T00:00:00.000000,0,,,,0.0,,,,,USD,    M6150,, S5483210,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
3,0,1,1.6015,DC Opening,DC133184,1.0,4634884.8,2013-09-11T19:58:05,2013-09-11T19:52:35,N,,0,INR,2013-09-11T00:00:00.000000,S,0,,15,,,,4634884.8,2013-10-30T00:00:00.000000,,2,,,,DCCHARGES,0,RM0486,SS0358,,,4634884.8,4634884.8,1,DC133184,0,,,,Y,2013-10-15T00:00:00.000000,0,,,,0.0,,,,,INR,    M8587,, S5514704,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL REALISE,DC132767,5.0,2240784.0,2013-09-12T14:52:45,2013-09-12T14:52:45,N,,0,INR,2013-09-12T00:00:00.000000,B,0,,15,,,2.0,224078.4,2013-08-20T00:00:00.000000,,2,,,0213OWD1100017,,0,SATISHRS,SATISHRS,,,224078.4,4481568.0,2,,0,,G,,Y,2013-08-05T00:00:00.000000,0,,,,5.0,,,,,INR,,, S5519901,,,,,,,,,,,,,,0,,,,N,,,,,,,,5.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL LODGE,DC132767,4.0,2240784.0,2013-09-12T14:52:45,2013-09-12T14:52:45,N,,0,INR,2013-09-12T00:00:00.000000,G,0,,15,,,2.0,2464862.4,2013-08-20T00:00:00.000000,,2,,,0213OWD1100017,,0,SATISHRS,SATISHRS,,,2464862.4,4481568.0,2,,0,,G,,Y,2013-08-05T00:00:00.000000,0,,,,0.0,,,,,INR,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
3,0,1,1.6015,DC Opening,DC133222,1.0,2436000.0,2013-09-20T16:33:54,2013-09-20T15:55:48,N,,0,INR,2013-09-20T00:00:00.000000,S,0,,15,,,,2679600.0,2013-10-20T00:00:00.000000,,2,,,,DCCHARGES,0,RM0486,ABHISHEKS,,,2679600.0,2436000.0,1,DC133222,0,,,,Y,2013-10-05T00:00:00.000000,0,,,,10.0,,,,,INR,    M6619,, S5574413,,,,,,,,,,,,,,0,,,,,,,,,,,,10.0,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL LODGE,DC132827,3.0,2240784.0,2013-09-24T18:04:55,2013-09-24T18:04:55,N,,0,INR,2013-09-24T00:00:00.000000,G,0,,15,,,2.0,4705646.4,2013-10-15T00:00:00.000000,,2,,,0213OWD1100022,,0,SATISHRS,SATISHRS,,,4705646.4,4481568.0,1,,0,,G,,Y,2013-09-30T00:00:00.000000,0,,,,0.0,,,,,INR,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL REALISE,DC132827,4.0,2240784.0,2013-09-24T18:04:55,2013-09-24T18:04:55,N,,0,INR,2013-09-24T00:00:00.000000,B,0,,15,,,2.0,2464862.4,2013-10-15T00:00:00.000000,,2,,,0213OWD1100022,,0,SATISHRS,SATISHRS,,,2464862.4,4481568.0,1,,0,,G,,Y,2013-09-30T00:00:00.000000,0,,,,5.0,,,,,INR,,, S5601478,,,,,,,,,,,,,,0,,,,N,,,,,,,,5.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
1,0,1,1.6015,FULL UTILIZATION OF OS,DC132767,6.0,224078.4,2013-09-25T15:52:19,2013-09-25T11:45:26,N,,0,INR,2013-09-25T00:00:00.000000,U,0,,0,,,,0.0,,,2,,,,LCCOMBUSST,0,SATISHRS,PRADHUMNAN,,,0.0,4481568.0,1,,0,,,,Y,,0,,,,5.0,,,,,INR,,, S5607640,,,,,,,,,,,,,,0,,,,N,,,,,,,,5.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL LODGE,DC132827,5.0,2229551.2,2013-10-03T13:42:16,2013-10-03T13:42:16,N,,0,INR,2013-10-03T00:00:00.000000,G,0,,15,,,2.0,2464862.4,2013-10-15T00:00:00.000000,,2,,,0213OWD1100028,,0,SATISHRS,SATISHRS,,,2464862.4,4481568.0,2,,0,,G,,Y,2013-09-30T00:00:00.000000,0,,,,0.0,,,,,INR,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL REALISE,DC132827,6.0,2229551.2,2013-10-03T13:42:16,2013-10-03T13:42:16,N,,0,INR,2013-10-03T00:00:00.000000,B,0,,15,,,2.0,235311.2,2013-10-15T00:00:00.000000,,2,,,0213OWD1100028,,0,SATISHRS,SATISHRS,,,235311.2,4481568.0,2,,0,,G,,Y,2013-09-30T00:00:00.000000,0,,,,5.0,,,,,INR,,, S5662142,,,,,,,,,,,,,,0,,,,N,,,,,,,,5.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
3,0,1,98.8,DC Opening,DC133294,1.0,20800.0,2013-10-04T13:20:08,2013-10-04T12:58:13,N,,0,USD,2013-10-04T00:00:00.000000,S,0,,15,,,,20800.0,2013-11-30T00:00:00.000000,,30,,,,DCCHARGES,0,CD0122,SS0358,,,20800.0,20800.0,1,DC133294,0,,,,Y,2013-11-15T00:00:00.000000,0,,,,0.0,,,,,USD,    M4764,, S5669347,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL REALISE,DC133080,3.0,2181816.0,2013-10-09T16:01:45,2013-10-09T16:01:45,N,,0,INR,2013-10-09T00:00:00.000000,B,0,,15,,,2.0,2299752.0,2013-10-15T00:00:00.000000,,2,,,0213OWD1100032,,0,SATISHRS,SATISHRS,,,2299752.0,4481568.0,1,,0,,G,,Y,2013-09-30T00:00:00.000000,0,,,,0.0,,,,,INR,,, S5707027,,,,,,,,,,,,,,0,,,,N,,,,,,,,0.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL LODGE,DC133080,2.0,2181816.0,2013-10-09T16:01:45,2013-10-09T16:01:45,N,,0,INR,2013-10-09T00:00:00.000000,G,0,,15,,,2.0,4481568.0,2013-10-15T00:00:00.000000,,2,,,0213OWD1100032,,0,SATISHRS,SATISHRS,,,4481568.0,4481568.0,1,,0,,G,,Y,2013-09-30T00:00:00.000000,0,,,,0.0,,,,,INR,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
3,0,1,1.6015,EXT OF SHIPMENT AND EXP DATE,DC133141,2.0,0.0,2013-10-17T15:57:48,2013-10-17T15:48:15,N,,0,INR,2013-10-17T00:00:00.000000,A,0,,15,,,,4599504.0,2013-11-15T00:00:00.000000,,2,A,,,DCCHARGES,0,RM0486,ABHISHEKS,,,4599504.0,4599504.0,1,,0,,,,Y,2013-10-31T00:00:00.000000,0,,,,0.0,,,,,INR,    M5457,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,O,,,,,0,,Y,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
3,0,1,98.75,DC Opening,DC133361,1.0,33500.0,2013-10-24T18:07:23,2013-10-24T17:18:17,N,,0,USD,2013-10-24T00:00:00.000000,S,0,,31,,,,33500.0,2014-01-20T00:00:00.000000,,30,,,,DCCHARGES,0,RM0486,SA0371,,,33500.0,33500.0,1,DC133361,0,,,,Y,2013-12-20T00:00:00.000000,0,,,,0.0,,,,,USD,    M6888,, S5798891,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL REALISE,DC133222,3.0,2436000.0,2013-10-27T13:52:10,2013-10-27T13:52:10,N,,0,INR,2013-10-27T00:00:00.000000,B,0,,15,,,2.0,243600.0,2013-10-20T00:00:00.000000,,2,,,0213OWD1100035,,0,CD0122,CD0122,,,243600.0,2436000.0,1,,0,,G,,Y,2013-10-05T00:00:00.000000,0,,,,10.0,,,,,INR,,, S5817247,,,,,,,,,,,,,,0,,,,N,,,,,,,,10.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL LODGE,DC133222,2.0,2436000.0,2013-10-27T13:52:10,2013-10-27T13:52:10,N,,0,INR,2013-10-27T00:00:00.000000,G,0,,15,,,2.0,2679600.0,2013-10-20T00:00:00.000000,,2,,,0213OWD1100035,,0,CD0122,CD0122,,,2679600.0,2436000.0,1,,0,,G,,Y,2013-10-05T00:00:00.000000,0,,,,0.0,,,,,INR,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL LODGE,DC133113,2.0,2035000.0,2013-10-27T13:57:06,2013-10-27T13:57:06,N,,0,INR,2013-10-27T00:00:00.000000,G,0,,21,,,2.0,2035000.0,2013-10-21T00:00:00.000000,,2,,,0213OWD1100034,,0,CD0122,CD0122,,,2035000.0,2035000.0,1,,0,,G,,Y,2013-09-30T00:00:00.000000,0,,,,0.0,,,,,INR,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
0,0,1,1.6015,FOREIGN BILL REALISE,DC133113,3.0,2035000.0,2013-10-27T13:57:06,2013-10-27T13:57:06,N,,0,INR,2013-10-27T00:00:00.000000,B,0,,21,,,2.0,0.0,2013-10-21T00:00:00.000000,,2,,,0213OWD1100034,,0,CD0122,CD0122,,,0.0,2035000.0,1,,0,,G,,Y,2013-09-30T00:00:00.000000,0,,,,0.0,,,,,INR,,, S5817263,,,,,,,,,,,,,,0,,,,N,,,,,,,,0.0,,,,,,,0,,N,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,2024-08-07 06:42:09.281
